TrialID,Day,CountNeverInfected,CountSick,CountRecovered,CountDeceased,CountVaccinated,CountEffectiveVaccine,CountCumSick,CountCumDead,CountCumRecovered
1,1,847,53,0,0,225,158,53,0,0
1,2,837,63,0,0,225,158,63,0,0
1,3,826,74,0,0,225,158,74,0,0
1,4,821,79,0,0,225,158,79,0,0
1,5,815,85,0,0,225,158,85,0,0
1,6,808,92,0,0,225,158,92,0,0
1,7,799,101,0,0,225,158,101,0,0
1,8,789,111,0,0,225,158,111,0,0
1,9,778,122,0,0,225,158,122,0,0
1,10,759,141,0,0,225,158,141,0,0
1,11,739,161,0,0,225,158,161,0,0
1,12,716,184,0,0,225,158,184,0,0
1,13,690,210,0,0,225,158,210,0,0
1,14,661,239,0,0,225,158,239,0,0
1,15,627,273,0,0,225,158,273,0,0
1,16,587,313,0,0,225,158,313,0,0
1,17,539,361,0,0,225,158,361,0,0
1,18,493,407,0,0,225,158,407,0,0
1,19,441,459,0,0,225,158,459,0,0
1,20,383,508,8,1,225,158,517,1,8
1,21,319,572,8,1,225,158,581,1,8
1,22,247,644,8,1,225,158,653,1,8
1,23,167,660,71,2,225,158,733,2,71
1,24,158,669,71,2,225,158,742,2,71
1,25,158,669,71,2,225,158,742,2,71
1,26,158,669,71,2,225,158,742,2,71
1,27,158,640,99,3,225,158,742,3,99
1,28,158,640,99,3,225,158,742,3,99
1,29,158,640,99,3,225,158,742,3,99
1,30,158,581,153,8,225,158,742,8,153
1,31,158,530,203,9,225,158,742,9,203
1,32,158,472,259,11,225,158,742,11,259
1,33,158,407,323,12,225,158,742,12,323
1,34,158,343,386,13,225,158,742,13,386
1,35,158,261,465,16,225,158,742,16,465
1,36,158,170,552,20,225,158,742,20,552
1,37,158,170,552,20,225,158,742,20,552
1,38,158,170,552,20,225,158,742,20,552
1,39,158,147,574,21,225,158,742,21,574
1,40,158,121,599,22,225,158,742,22,599
1,41,158,121,599,22,225,158,742,22,599
1,42,158,79,639,24,225,158,742,24,639
1,43,158,79,639,24,225,158,742,24,639
1,44,158,79,639,24,225,158,742,24,639
1,45,158,79,639,24,225,158,742,24,639
1,46,158,79,639,24,225,158,742,24,639
1,47,158,79,639,24,225,158,742,24,639
1,48,158,79,639,24,225,158,742,24,639
1,49,158,79,639,24,225,158,742,24,639
1,50,158,79,639,24,225,158,742,24,639
1,51,158,79,639,24,225,158,742,24,639
1,52,158,59,658,25,225,158,742,25,658
1,53,158,59,658,25,225,158,742,25,658
1,54,158,59,658,25,225,158,742,25,658
1,55,158,59,658,25,225,158,742,25,658
1,56,158,59,658,25,225,158,742,25,658
1,57,158,9,706,27,225,158,742,27,706
1,58,158,9,706,27,225,158,742,27,706
1,59,158,9,706,27,225,158,742,27,706
1,60,158,9,706,27,225,158,742,27,706
1,61,158,9,706,27,225,158,742,27,706
1,62,158,9,706,27,225,158,742,27,706
1,63,158,9,706,27,225,158,742,27,706
1,64,158,9,706,27,225,158,742,27,706
1,65,158,9,706,27,225,158,742,27,706
2,1,847,53,0,0,225,158,53,0,0
2,2,837,63,0,0,225,158,63,0,0
2,3,826,74,0,0,225,158,74,0,0
2,4,821,79,0,0,225,158,79,0,0
2,5,815,85,0,0,225,158,85,0,0
2,6,808,92,0,0,225,158,92,0,0
2,7,800,100,0,0,225,158,100,0,0
2,8,790,110,0,0,225,158,110,0,0
2,9,780,75,43,2,225,158,120,2,43
2,10,770,85,43,2,225,158,130,2,43
2,11,760,95,43,2,225,158,140,2,43
2,12,749,106,43,2,225,158,151,2,43
2,13,737,118,43,2,225,158,163,2,43
2,14,724,131,43,2,225,158,176,2,43
2,15,709,146,43,2,225,158,191,2,43
2,16,691,164,43,2,225,158,209,2,43
2,17,670,185,43,2,225,158,230,2,43
2,18,646,209,43,2,225,158,254,2,43
2,19,618,237,43,2,225,158,282,2,43
2,20,586,269,43,2,225,158,314,2,43
2,21,549,296,52,3,225,158,351,3,52
2,22,507,338,52,3,225,158,393,3,52
2,23,460,385,52,3,225,158,440,3,52
2,24,408,437,52,3,225,158,492,3,52
2,25,350,495,52,3,225,158,550,3,52
2,26,285,548,63,4,225,158,615,4,63
2,27,214,619,63,4,225,158,686,4,63
2,28,158,675,63,4,225,158,742,4,63
2,29,158,675,63,4,225,158,742,4,63
2,30,158,643,93,6,225,158,742,6,93
2,31,158,643,93,6,225,158,742,6,93
2,32,158,643,93,6,225,158,742,6,93
2,33,158,604,131,7,225,158,742,7,131
2,34,158,559,174,9,225,158,742,9,174
2,35,158,559,174,9,225,158,742,9,174
2,36,158,502,229,11,225,158,742,11,229
2,37,158,502,229,11,225,158,742,11,229
2,38,158,434,295,13,225,158,742,13,295
2,39,158,358,370,14,225,158,742,14,370
2,40,158,287,439,16,225,158,742,16,439
2,41,158,218,507,17,225,158,742,17,507
2,42,158,195,529,18,225,158,742,18,529
2,43,158,195,529,18,225,158,742,18,529
2,44,158,195,529,18,225,158,742,18,529
2,45,158,166,557,19,225,158,742,19,557
2,46,158,166,557,19,225,158,742,19,557
2,47,158,166,557,19,225,158,742,19,557
2,48,158,166,557,19,225,158,742,19,557
2,49,158,166,557,19,225,158,742,19,557
2,50,158,166,557,19,225,158,742,19,557
2,51,158,166,557,19,225,158,742,19,557
2,52,158,166,557,19,225,158,742,19,557
2,53,158,166,557,19,225,158,742,19,557
2,54,158,166,557,19,225,158,742,19,557
2,55,158,166,557,19,225,158,742,19,557
2,56,158,166,557,19,225,158,742,19,557
2,57,158,138,583,21,225,158,742,21,583
2,58,158,138,583,21,225,158,742,21,583
2,59,158,138,583,21,225,158,742,21,583
2,60,158,138,583,21,225,158,742,21,583
2,61,158,138,583,21,225,158,742,21,583
2,62,158,138,583,21,225,158,742,21,583
2,63,158,96,624,22,225,158,742,22,624
2,64,158,96,624,22,225,158,742,22,624
2,65,158,34,684,24,225,158,742,24,684
2,66,158,34,684,24,225,158,742,24,684
2,67,158,34,684,24,225,158,742,24,684
2,68,158,34,684,24,225,158,742,24,684
2,69,158,34,684,24,225,158,742,24,684
2,70,158,34,684,24,225,158,742,24,684
2,71,158,34,684,24,225,158,742,24,684
2,72,158,34,684,24,225,158,742,24,684
2,73,158,34,684,24,225,158,742,24,684
2,74,158,0,716,26,225,158,742,26,716
3,1,847,53,0,0,225,158,53,0,0
3,2,837,63,0,0,225,158,63,0,0
3,3,826,74,0,0,225,158,74,0,0
3,4,821,79,0,0,225,158,79,0,0
3,5,815,85,0,0,225,158,85,0,0
3,6,808,92,0,0,225,158,92,0,0
3,7,799,101,0,0,225,158,101,0,0
3,8,789,111,0,0,225,158,111,0,0
3,9,778,77,44,1,225,158,122,1,44
3,10,767,88,44,1,225,158,133,1,44
3,11,756,99,44,1,225,158,144,1,44
3,12,744,111,44,1,225,158,156,1,44
3,13,731,124,44,1,225,158,169,1,44
3,14,717,138,44,1,225,158,183,1,44
3,15,701,154,44,1,225,158,199,1,44
3,16,682,162,54,2,225,158,218,2,54
3,17,661,183,54,2,225,158,239,2,54
3,18,638,206,54,2,225,158,262,2,54
3,19,611,233,54,2,225,158,289,2,54
3,20,580,264,54,2,225,158,320,2,54
3,21,544,300,54,2,225,158,356,2,54
3,22,503,341,54,2,225,158,397,2,54
3,23,456,388,54,2,225,158,444,2,54
3,24,404,429,64,3,225,158,496,3,64
3,25,347,486,64,3,225,158,553,3,64
3,26,282,538,76,4,225,158,618,4,76
3,27,212,608,76,4,225,158,688,4,76
3,28,158,662,76,4,225,158,742,4,76
3,29,158,633,103,6,225,158,742,6,103
3,30,158,633,103,6,225,158,742,6,103
3,31,158,605,130,7,225,158,742,7,130
3,32,158,572,161,9,225,158,742,9,161
3,33,158,534,197,11,225,158,742,11,197
3,34,158,489,240,13,225,158,742,13,240
3,35,158,438,290,14,225,158,742,14,290
3,36,158,380,347,15,225,158,742,15,347
3,37,158,317,408,17,225,158,742,17,408
3,38,158,317,408,17,225,158,742,17,408
3,39,158,240,484,18,225,158,742,18,484
3,40,158,170,551,21,225,158,742,21,551
3,41,158,102,617,23,225,158,742,23,617
3,42,158,102,617,23,225,158,742,23,617
3,43,158,102,617,23,225,158,742,23,617
3,44,158,102,617,23,225,158,742,23,617
3,45,158,102,617,23,225,158,742,23,617
3,46,158,102,617,23,225,158,742,23,617
3,47,158,102,617,23,225,158,742,23,617
3,48,158,102,617,23,225,158,742,23,617
3,49,158,102,617,23,225,158,742,23,617
3,50,158,102,617,23,225,158,742,23,617
3,51,158,102,617,23,225,158,742,23,617
3,52,158,45,673,24,225,158,742,24,673
3,53,158,45,673,24,225,158,742,24,673
3,54,158,45,673,24,225,158,742,24,673
3,55,158,45,673,24,225,158,742,24,673
3,56,158,45,673,24,225,158,742,24,673
3,57,158,45,673,24,225,158,742,24,673
3,58,158,24,693,25,225,158,742,25,693
3,59,158,24,693,25,225,158,742,25,693
3,60,158,24,693,25,225,158,742,25,693
3,61,158,24,693,25,225,158,742,25,693
3,62,158,24,693,25,225,158,742,25,693
3,63,158,24,693,25,225,158,742,25,693
3,64,158,24,693,25,225,158,742,25,693
3,65,158,24,693,25,225,158,742,25,693
3,66,158,24,693,25,225,158,742,25,693
3,67,158,24,693,25,225,158,742,25,693
3,68,158,24,693,25,225,158,742,25,693
3,69,158,24,693,25,225,158,742,25,693
3,70,158,24,693,25,225,158,742,25,693
4,1,847,53,0,0,225,158,53,0,0
4,2,837,63,0,0,225,158,63,0,0
4,3,826,74,0,0,225,158,74,0,0
4,4,820,80,0,0,225,158,80,0,0
4,5,813,87,0,0,225,158,87,0,0
4,6,805,95,0,0,225,158,95,0,0
4,7,795,105,0,0,225,158,105,0,0
4,8,784,116,0,0,225,158,116,0,0
4,9,772,128,0,0,225,158,128,0,0
4,10,752,148,0,0,225,158,148,0,0
4,11,730,170,0,0,225,158,170,0,0
4,12,706,194,0,0,225,158,194,0,0
4,13,678,222,0,0,225,158,222,0,0
4,14,647,245,7,1,225,158,253,1,7
4,15,612,270,15,3,225,158,288,3,15
4,16,573,298,25,4,225,158,327,4,25
4,17,529,342,25,4,225,158,371,4,25
4,18,487,384,25,4,225,158,413,4,25
4,19,440,431,25,4,225,158,460,4,25
4,20,387,484,25,4,225,158,513,4,25
4,21,328,543,25,4,225,158,572,4,25
4,22,262,609,25,4,225,158,638,4,25
4,23,188,618,88,6,225,158,712,6,88
4,24,158,626,109,7,225,158,742,7,109
4,25,158,626,109,7,225,158,742,7,109
4,26,158,626,109,7,225,158,742,7,109
4,27,158,626,109,7,225,158,742,7,109
4,28,158,591,142,9,225,158,742,9,142
4,29,158,552,180,10,225,158,742,10,180
4,30,158,508,222,12,225,158,742,12,222
4,31,158,460,269,13,225,158,742,13,269
4,32,158,406,321,15,225,158,742,15,321
4,33,158,345,380,17,225,158,742,17,380
4,34,158,276,448,18,225,158,742,18,448
4,35,158,199,524,19,225,158,742,19,524
4,36,158,113,608,21,225,158,742,21,608
4,37,158,113,608,21,225,158,742,21,608
4,38,158,113,608,21,225,158,742,21,608
4,39,158,113,608,21,225,158,742,21,608
4,40,158,85,635,22,225,158,742,22,635
4,41,158,54,665,23,225,158,742,23,665
4,42,158,54,665,23,225,158,742,23,665
4,43,158,54,665,23,225,158,742,23,665
4,44,158,54,665,23,225,158,742,23,665
4,45,158,54,665,23,225,158,742,23,665
4,46,158,54,665,23,225,158,742,23,665
4,47,158,54,665,23,225,158,742,23,665
4,48,158,54,665,23,225,158,742,23,665
4,49,158,54,665,23,225,158,742,23,665
4,50,158,54,665,23,225,158,742,23,665
4,51,158,24,692,26,225,158,742,26,692
4,52,158,24,692,26,225,158,742,26,692
4,53,158,24,692,26,225,158,742,26,692
5,1,847,53,0,0,225,158,53,0,0
5,2,837,63,0,0,225,158,63,0,0
5,3,826,74,0,0,225,158,74,0,0
5,4,821,79,0,0,225,158,79,0,0
5,5,815,85,0,0,225,158,85,0,0
5,6,808,92,0,0,225,158,92,0,0
5,7,799,101,0,0,225,158,101,0,0
5,8,789,111,0,0,225,158,111,0,0
5,9,778,77,44,1,225,158,122,1,44
5,10,767,88,44,1,225,158,133,1,44
5,11,756,99,44,1,225,158,144,1,44
5,12,744,111,44,1,225,158,156,1,44
