TrialID,Day,CountNeverInfected,CountSick,CountRecovered,CountDeceased,CountVaccinated,CountEffectiveVaccine,CountCumSick,CountCumDead,CountCumRecovered
1,1,847,53,0,0,810,567,53,0,0
1,2,837,63,0,0,810,567,63,0,0
1,3,826,74,0,0,810,567,74,0,0
1,4,821,79,0,0,810,567,79,0,0
1,5,815,85,0,0,810,567,85,0,0
1,6,808,92,0,0,810,567,92,0,0
1,7,799,101,0,0,810,567,101,0,0
1,8,789,111,0,0,810,567,111,0,0
1,9,778,122,0,0,810,567,122,0,0
1,10,759,141,0,0,810,567,141,0,0
1,11,739,161,0,0,810,567,161,0,0
1,12,716,184,0,0,810,567,184,0,0
1,13,690,210,0,0,810,567,210,0,0
1,14,661,231,7,1,810,567,239,1,7
1,15,628,264,7,1,810,567,272,1,7
1,16,589,303,7,1,810,567,311,1,7
1,17,567,325,7,1,810,567,333,1,7
1,18,567,325,7,1,810,567,333,1,7
1,19,567,325,7,1,810,567,333,1,7
1,20,567,325,7,1,810,567,333,1,7
1,21,567,325,7,1,810,567,333,1,7
1,22,567,325,7,1,810,567,333,1,7
1,23,567,325,7,1,810,567,333,1,7
1,24,567,325,7,1,810,567,333,1,7
1,25,567,325,7,1,810,567,333,1,7
1,26,567,299,32,2,810,567,333,2,32
1,27,567,270,60,3,810,567,333,3,60
1,28,567,237,92,4,810,567,333,4,92
1,29,567,237,92,4,810,567,333,4,92
1,30,567,237,92,4,810,567,333,4,92
1,31,567,237,92,4,810,567,333,4,92
1,32,567,237,92,4,810,567,333,4,92
1,33,567,237,92,4,810,567,333,4,92
1,34,567,237,92,4,810,567,333,4,92
1,35,567,227,101,5,810,567,333,5,101
1,36,567,227,101,5,810,567,333,5,101
1,37,567,227,101,5,810,567,333,5,101
1,38,567,227,101,5,810,567,333,5,101
1,39,567,227,101,5,810,567,333,5,101
1,40,567,227,101,5,810,567,333,5,101
1,41,567,227,101,5,810,567,333,5,101
1,42,567,227,101,5,810,567,333,5,101
1,43,567,227,101,5,810,567,333,5,101
1,44,567,227,101,5,810,567,333,5,101
1,45,567,227,101,5,810,567,333,5,101
1,46,567,227,101,5,810,567,333,5,101
1,47,567,227,101,5,810,567,333,5,101
1,48,567,227,101,5,810,567,333,5,101
1,49,567,227,101,5,810,567,333,5,101
1,50,567,227,101,5,810,567,333,5,101
1,51,567,163,163,7,810,567,333,7,163
1,52,567,163,163,7,810,567,333,7,163
1,53,567,140,185,8,810,567,333,8,185
1,54,567,140,185,8,810,567,333,8,185
1,55,567,140,185,8,810,567,333,8,185
1,56,567,140,185,8,810,567,333,8,185
1,57,567,140,185,8,810,567,333,8,185
1,58,567,140,185,8,810,567,333,8,185
1,59,567,140,185,8,810,567,333,8,185
1,60,567,134,190,9,810,567,333,9,190
1,61,567,134,190,9,810,567,333,9,190
1,62,567,134,190,9,810,567,333,9,190
1,63,567,134,190,9,810,567,333,9,190
1,64,567,134,190,9,810,567,333,9,190
1,65,567,134,190,9,810,567,333,9,190
1,66,567,134,190,9,810,567,333,9,190
1,67,567,134,190,9,810,567,333,9,190
1,68,567,134,190,9,810,567,333,9,190
1,69,567,134,190,9,810,567,333,9,190
1,70,567,134,190,9,810,567,333,9,190
1,71,567,134,190,9,810,567,333,9,190
1,72,567,101,222,10,810,567,333,10,222
1,73,567,101,222,10,810,567,333,10,222
1,74,567,101,222,10,810,567,333,10,222
1,75,567,101,222,10,810,567,333,10,222
1,76,567,101,222,10,810,567,333,10,222
1,77,567,101,222,10,810,567,333,10,222
1,78,567,101,222,10,810,567,333,10,222
1,79,567,101,222,10,810,567,333,10,222
1,80,567,101,222,10,810,567,333,10,222
1,81,567,101,222,10,810,567,333,10,222
1,82,567,101,222,10,810,567,333,10,222
1,83,567,101,222,10,810,567,333,10,222
1,84,567,101,222,10,810,567,333,10,222
1,85,567,101,222,10,810,567,333,10,222
